"ref","company","company_location","review_date","country_of_bean_origin","specific_bean_origin_or_bar_name","cocoa_percent","rating","counts_of_ingredients","beans","cocoa_butter","vanilla","lecithin","salt","sugar","sweetener_without_sugar","first_taste","second_taste","third_taste","fourth_taste"
915,"Fresco","U.S.A",2012,"Madagascar","Sambirano Valley, #216, MR, LC",74,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","caramel","nuts","dried fruit",""
927,"Fresco","U.S.A",2012,"Papua new guinea","Markham Valley, #220, MR, MC",69,4,"2","have_bean","have_not_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","tart","red berry","smoke",""
899,"Fresco","U.S.A",2012,"Papua new guinea","Markham Valley, #219, LR, MC",69,3.5,"2","have_bean","have_not_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","mild smoke and fruit","","",""
899,"Fresco","U.S.A",2012,"Papua new guinea","Markham Valley, #221, DR, MC",69,3.5,"2","have_bean","have_not_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","smoke","fruit","sour","hammy"
931,"Fresco","U.S.A",2012,"Papua new guinea","Markham Valley, #222, LR, 0C",69,3,"2","have_bean","have_not_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sandy","smoke","red berry",""
1149,"Fresco","U.S.A",2013,"Peru","Bellavista Coop, #225, LR, MC, CG Exclusive",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","chocolate covered banana","","",""
1081,"Fresco","U.S.A",2013,"Dominican republic","Conacado, #224, MR, MC, batch 13-061",72,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","blackberries","caramel","roasty",""
1117,"Fresco","U.S.A",2013,"Peru","San Martin, Bellavista Coop, #226, DR, MC",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","cocoa and fresh grapes","","",""
1030,"Fresco","U.S.A",2013,"Dominican republic","Conacado, #223, MR, SC, batch 13-051",72,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","mildly burnt caramel","","",""
1383,"Fresco","U.S.A",2014,"Peru","Maranon, #227, LR, MC",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","orange","mellow but flavorful","",""
1383,"Fresco","U.S.A",2014,"Peru","Maranon, #229, MR, LC",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","fruity","floral","caramel",""
1387,"Fresco","U.S.A",2014,"Peru","Maranon, #230, DR, LC",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","slow develop","caramel","roasty",""
1383,"Fresco","U.S.A",2014,"Peru","Maranon, #228, MR, SC",70,3,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","light color","leathery flavor","",""
2024,"Fresco","U.S.A",2017,"Guatemala","Polochic Valley, MR, LC, batch 17-189",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","long lasting","fruit","spicy",""
2024,"Fresco","U.S.A",2017,"Guatemala","Polochic Valley, LR, LC, batch 17-203",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","rich cocoa","mild","fatty",""
2028,"Fresco","U.S.A",2017,"Guatemala","Polochic Valley, DR, LC, batch 17-201",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","rich cocoa","nuts","",""
2174,"Fresco","U.S.A",2018,"Venezuela","Carupano Pintao",72,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","complex","nuts","spice","floral"
2174,"Fresco","U.S.A",2018,"Venezuela","Chuao, MR, SC, batch 18-224",72,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","roasty","mild fatty","",""
87,"Guittard","U.S.A",2006,"Madagascar","Sambirano, Ambanja",65,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","sweet","blueberry",""
93,"Guittard","U.S.A",2006,"Ecuador","Los Rios, Quevedo",65,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","blackberry","",""
93,"Guittard","U.S.A",2006,"Blend","Tsaranta",61,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sweet","rich cocoa","mild citrus",""
15,"Guittard","U.S.A",2006,"Colombia","Chucuri",65,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","sweet","floral","vanilla"
99,"Guittard","U.S.A",2006,"Blend","Semisweet",61,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","fatty","cocoa","fruity",""
87,"Guittard","U.S.A",2006,"Venezuela","Sur del Lago",65,2.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sweet","creamy","vanilla",""
147,"Guittard","U.S.A",2007,"Blend","Quetzalcoatl",72,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","sandy","nutmeg","moss"
276,"Guittard","U.S.A",2008,"Venezuela","Ocumare",65,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","nutty","",""
259,"Guittard","U.S.A",2008,"Peru","Machu Pichu",65,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sweet","vanilla","rich",""
276,"Guittard","U.S.A",2008,"Blend","Special Maker Reserve",64,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","perfume","vanilla","",""
387,"Guittard","U.S.A",2009,"Blend","Complexite",70,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","complex","fruit","nut","raisin"
316,"Guittard","U.S.A",2009,"U.s.a.","O'ahu Island, N. Shore, Waialua E., Kakoleka",55,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sweet","mild lemon","",""
387,"Guittard","U.S.A",2009,"Blend","Nocturne",91,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","bitter","fatty","fruit",""
552,"Guittard","U.S.A",2010,"Trinidad","Trinidad",65,3,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","mild tobacco","ham",""
654,"Guittard","U.S.A",2011,"Blend","Lever du Soleil",61,3.25,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sweet","creamy","floral","orange"
654,"Guittard","U.S.A",2011,"Blend","Onyx",72,3.25,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","dry","sticky","brownie",""
654,"Guittard","U.S.A",2011,"Blend","Coucher du Soleil",72,2.75,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","dutched?","intense","rich cocoa",""
1053,"Guittard","U.S.A",2013,"Ecuador","Ecuador",65,3.5,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","very spicy","roasty","",""
1053,"Guittard","U.S.A",2013,"Jamaica","Jamaica",65,3.25,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sweet","vanilla","cocoa",""
1053,"Guittard","U.S.A",2013,"Haiti","Haiti",65,2.75,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","sl. Burnt","roasty",""
1053,"Guittard","U.S.A",2013,"Nicaragua","Nicaragua",65,2.75,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","floral","over roasted","harsh",""
1602,"Guittard","U.S.A",2015,"Blend","Epique, Blend No. 49",70,3.75,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","nutty","black licorice","",""
32,"Pralus","France",2006,"Jamaica","Jamaique",75,3.75,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","spicy","",""
93,"Pralus","France",2006,"Ecuador","Fortissima",80,3.75,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","vegetal","fruit","smoke",""
99,"Pralus","France",2006,"Blend","Djakarta, Java and Ghana",75,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","tart","fruit","cocoa",""
40,"Pralus","France",2006,"Vanuatu","Vanuatu",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","smoke dominates","mild fruit","",""
99,"Pralus","France",2006,"Cuba","Cuba",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","earthy","tobacco","mushroom",""
99,"Pralus","France",2006,"Blend","Caracas, Venezuela and Ghana",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sandy","roasty","cocoa",""
105,"Pralus","France",2006,"Brazil","Monte Alegre (Itacare), Brazil",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","fatty","burnt",""
162,"Pralus","France",2007,"Sao tome","Claudio Corallo w/ nibs",75,4,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","large nibs","spicy","cocoa",""
280,"Pralus","France",2008,"Brazil","Monte Alegre, Diego Badero",75,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","complex","herbal","sour",""
202,"Pralus","France",2008,"Madagascar","Sambirano Valley, Le 100%",100,3,"2","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_not_sugar","have_not_sweetener_without_sugar","fatty","mild fruit","bitter","smoke"
280,"Pralus","France",2008,"Dominican republic","Dominican Republic-Organic",75,2,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sandy","sour","",""
451,"Pralus","France",2009,"Venezuela","Cuyagua",75,2,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","burnt","ashey","lemon"
486,"Pralus","France",2010,"Venezuela","Chuao",75,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","nutty","red berry","rich",""
717,"Pralus","France",2011,"Venezuela","Porcelana, S. of Lake Maracaibo",75,3.25,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","burnt nuts","subtle fruit","",""
1446,"Pralus","France",2015,"Peru","Peru",75,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","subdued","floral","nutty","fatty"
2410,"Pralus","France",2019,"Sao tome & principe","Sao Tome & Principe",75,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","deep cocoa","fatty","mild ashey",""
2414,"Pralus","France",2019,"Tanzania","Tanzanie",75,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","spicy","cocoa","",""
2418,"Pralus","France",2019,"Ecuador","Equateur",75,3.5,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","dried fruit","floral","",""
2410,"Pralus","France",2019,"Trinidad","Trinidad",75,3.25,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","tobacco","deep cocoa","sl. burnt",""
2414,"Pralus","France",2019,"Ghana","Ghana",75,3.25,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","rich cocoa","fatty","roasty",""
2318,"Pralus","France",2019,"Papua new guinea","Papouasie",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","smoke","fat","hammy",""
2406,"Pralus","France",2019,"Papua new guinea","Papouasie",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","complex","smoke","intense",""
2410,"Pralus","France",2019,"Indonesia","Java",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","fruit","woody","ashey","fatty"
2410,"Pralus","France",2019,"Venezuela","Barlovento",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","roasty","black licorice","rubbery",""
2414,"Pralus","France",2019,"Madagascar","Nosy Be Isle.",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","high acidity","roasty","sour","chalky"
2418,"Pralus","France",2019,"Colombia","Colombie",75,3,"4","have_bean","have_cocoa_butter","have_not_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sandy","coffee","sweet","roasty"
387,"Soma","Canada",2009,"Madagascar","Madagascar",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","subtle red berry","complex","",""
387,"Soma","Canada",2009,"Venezuela","Ocumare",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","black tea","","",""
377,"Soma","Canada",2009,"Ghana","Africa",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","earthy","woody","vegetal",""
387,"Soma","Canada",2009,"Papua new guinea","Papua New Guinea",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","smokey","mushroom","woodsy",""
377,"Soma","Canada",2009,"Dominican republic","Hispaniola",70,3,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sticky","few grits","mild fruit","sour"
387,"Soma","Canada",2009,"Dominican republic","Conacado",70,3,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","slow to develop","nutty","",""
607,"Soma","Canada",2010,"Blend","Black Science Blend 1, DR, Ecuador, Peru",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","complex","nut","dried fruit","earth"
676,"Soma","Canada",2011,"Peru","Peruvian",64,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","complex","spice","caramel","cocoa"
676,"Soma","Canada",2011,"Blend","Three Amigos(Chuao, Wild Bolivia, D.R.)",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","strawberry","cocoa","nutty",""
682,"Soma","Canada",2011,"Dominican republic","Elvesia P., Black Science",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","dried fruit","tart","",""
676,"Soma","Canada",2011,"Bolivia","Alto Beni, Wild Bolivian",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","earthy","mild tannic","woody",""
688,"Soma","Canada",2011,"Venezuela","Chuao",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","strawberry","green mint","",""
676,"Soma","Canada",2011,"Grenada","Grenada, Black Science",70,2.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","super temper","astringent","burn",""
867,"Soma","Canada",2012,"Blend","Dual Origins, Sambirano, Elvesia, batch SD06",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","raisin","lemon",""
867,"Soma","Canada",2012,"Blend","Dancing in Your Head, 5 bean blend",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","complex","peanut",""
833,"Soma","Canada",2012,"U.s.a.","O'ahu Island",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","cranberries","cocoa","",""
951,"Soma","Canada",2012,"Venezuela","Carenero Superior, batch CS2",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","intense","rich burnt caramel","",""
951,"Soma","Canada",2012,"Guatemala","Cahabon Region, batch Tri1",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sandy","earthy","tangy wine",""
967,"Soma","Canada",2012,"Blend","Eastern Promises, Mad., Java, PNG, batch EP1",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","smoke","tobacco","black pepper",""
983,"Soma","Canada",2012,"Papua new guinea","Papua New Guinea",85,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","mild smoke","fruit","mild burnt",""
817,"Soma","Canada",2012,"Haiti","Noula Coop",70,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","uneven","grassy","roasty",""
1077,"Soma","Canada",2013,"Blend","Crazy 88, Guat., D.R., Peru, Mad., PNG",88,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","pronounced berry","mild smoke","",""
1077,"Soma","Canada",2013,"Venezuela","Maracaibo, El Vigia",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","delicate","nutty","cocoa","dairy"
1081,"Soma","Canada",2013,"Blend","Equator, Peru, Dom. Rep",67,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","roasted nuts","burnt brownie","",""
1177,"Soma","Canada",2013,"Jamaica","Bachelor's Hall E., St. Thomas Parish, batch bh1",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","floral","berry","clove",""
1019,"Soma","Canada",2013,"Dominican republic","Rizek Cacao, batch DR 12",77,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","smoke","burnt caramel","citrus",""
1073,"Soma","Canada",2013,"Trinidad","Sangre Grande P.",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","brownie mix","roasty",""
1077,"Soma","Canada",2013,"Venezuela","Patanemo",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","nutty","chocolate ice cream","",""
1030,"Soma","Canada",2013,"Indonesia","Java",70,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","smokey","some fruit",""
1077,"Soma","Canada",2013,"Blend","Chef's Blend",70,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","grassy","dairy","mild fatty",""
1173,"Soma","Canada",2013,"Venezuela","Orinoco, batch ORI 1",70,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","nutty","roasty",""
1073,"Soma","Canada",2013,"Peru","Apurimac, El Quinacho Co-op",70,2.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","medicinal","mild fruit",""
1259,"Soma","Canada",2014,"Peru","Maranon Canyon",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","sour orange","",""
1307,"Soma","Canada",2014,"Vanuatu","Espiritu Santo, 'Smoke Monster', batch sm1",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","smokey","rich cocoa",""
1227,"Soma","Canada",2014,"Nicaragua","La Tronca, Matagalpa",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","basic chocolate","accessible","",""
1307,"Soma","Canada",2014,"Ecuador","Camino Verde P., Balao, Guayas",80,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","robust","nutty","brownie",""
1307,"Soma","Canada",2014,"Nicaragua","La Dalia",70,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","spicy","woodsy","",""
1339,"Soma","Canada",2014,"Blend","Little Big Man, Madagascar & Ecuador",70,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","tart","mild sour","",""
1594,"Soma","Canada",2015,"Venezuela","Porcelana",75,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","balanced","nuts","strawberry",""
1594,"Soma","Canada",2015,"Venezuela","CSB Chama",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","roasted nuts","dried fruit","",""
1828,"Soma","Canada",2016,"Vietnam","Tien Giang, Black S., batch VIT60420.0",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","honey","blackberry",""
1828,"Soma","Canada",2016,"Nicaragua","Chuno, San Jose de Bocay, Pantasma R.,B.S.",70,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","evolves black pepper to citrus","","",""
1828,"Soma","Canada",2016,"Blend","Abstract S. w/ Jamaica nibs,batch abs60323.0",75,3.75,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","banana","nutty","",""
1820,"Soma","Canada",2016,"Dominican republic","Oko Caribe, Duarte P., Collab w Chocosol",62,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","sweet","deep choco",""
1820,"Soma","Canada",2016,"Madagascar","Sambirano Valley, Black Science, B-60307.0",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","robust dark tropical fruit","","",""
1828,"Soma","Canada",2016,"Brazil","Bahia Black, batch bra50722.1",70,3.5,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","diluted","mild choco",""
1832,"Soma","Canada",2016,"Ecuador","Camino Verde, Black S., batch cvu6030.0",70,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","nutty","banana","harsh ending",""
2016,"Soma","Canada",2017,"Colombia","Arauca",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","honey","marshmallow",""
2016,"Soma","Canada",2017,"Fiji","Fiji",70,3.25,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","roasty","woody",""
2242,"Soma","Canada",2018,"Madagascar","Bejofo, Sambirano V., Akesson E.",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","creamy","acidic","balanced",""
2242,"Soma","Canada",2018,"Venezuela","Choroni, Aragua, Finca Torres Farm",70,4,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","nutty","cocoa","",""
2068,"Soma","Canada",2018,"Haiti","Pisa, Creole Gardens",70,3,"3","have_bean","have_cocoa_butter","have_not_vanila","have_not_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","sweet edge","lemon","muted",""
63,"Valrhona","France",2006,"Blend","Guanaja, South America",70,3.75,"5","have_bean","have_cocoa_butter","have_vanila","have_lecithin","have_not_salt","have_sugar","have_not_sweetener_without_sugar","subtle","smooth","earthy","long"
